isbn10,title,categories,thumbnail,average_rating,published_year
140003065X,A Fine Balance,Fiction,http://books.google.com/books/content?id=Ct6E1SONSGEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.36,1997.0
1400031044,My Name Is Asher Lev,Fiction,http://books.google.com/books/content?id=1jgbhghk5QUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.2,2003.0
1400031311,The O. Henry Prize Stories 2003,Fiction,http://books.google.com/books/content?id=rELdvgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.8,2003.0
1400031362,Morality for Beautiful Girls,Fiction,http://books.google.com/books/content?id=JTV3COlWawMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.98,2002.0
1400031656,Before You Know Kindness,Fiction,http://books.google.com/books/content?id=dkjTj3D8HqUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.46,2005.0
140003177X,Eating Stone,Nature,http://books.google.com/books/content?id=jbTcxOq7oLsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.1,2006.0
1400032059,1491,History,http://books.google.com/books/content?id=XhAqcIq_pGcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.02,2006.0
1400032148,The Crazed,Cerebrovascular disease,http://books.google.com/books/content?id=sJ9RPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.49,2003.0
1400032385,Letters to a Young Artist,Business & Economics,http://books.google.com/books/content?id=c3t-AAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.01,2006.0
1400032466,Miami Blues,Fiction,http://books.google.com/books/content?id=yLLjosjPG58C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.94,2004.0
1400032539,His Excellency,Biography & Autobiography,http://books.google.com/books/content?id=2Y9Rko9sT3kC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.92,2005.0
1400032806,Under the Banner of Heaven,History,http://books.google.com/books/content?id=kw2e73ysxR8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.99,2004.0
1400032814,Diary,Fiction,http://books.google.com/books/content?id=JohRKwRQ4SEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.61,2004.0
1400032822,Haunted,Fiction,http://books.google.com/books/content?id=Bzk7X0hXRXcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.59,2006.0
140003292X,The Complete Short Novels,Fiction,http://books.google.com/books/content?id=8PYXDDec5vQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.47,2005.0
1400032954,Isaac Newton,Biography & Autobiography,http://books.google.com/books/content?id=aJNnuToKNOwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.83,2004.0
1400033179,A Year at the Races,Sports & Recreation,http://books.google.com/books/content?id=oghg1IQLeZMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.89,2005.0
1400033411,Beloved,Fiction,http://books.google.com/books/content?id=Ann5ugJilcMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.81,2004.0
140003342X,Song of Solomon,Fiction,http://books.google.com/books/content?id=03tee7J8wBwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.04,2004.0
1400033543,You Shall Know Our Velocity!,Fiction,http://books.google.com/books/content?id=ucF8nY4gdAUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.63,2003.0
1400033721,Parallel Worlds,Science,http://books.google.com/books/content?id=21NGAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.18,2006.0
1400033829,Who Will Run the Frog Hospital?,Juvenile Fiction,http://books.google.com/books/content?id=wuymEj8Mjq8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.79,2004.0
1400033837,A Thousand Acres,Fiction,http://books.google.com/books/content?id=Y5YMzpFJlo4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.8,2003.0
1400033853,Providence of a Sparrow,Biography & Autobiography,http://books.google.com/books/content?id=Z7RDDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.32,2004.0
1400033888,Istanbul,Biography & Autobiography,http://books.google.com/books/content?id=m-qJDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.78,2006.0
1400034205,The Razor's Edge,Fiction,http://books.google.com/books/content?id=6sSU11MyO8gC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.19,2003.0
1400034299,The Dew Breaker,Fiction,http://books.google.com/books/content?id=JnCKDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.79,2005.0
1400034418,Under the Glacier,Fiction,http://books.google.com/books/content?id=ouyzAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.59,2005.0
1400034620,Case Closed,History,http://books.google.com/books/content?id=Er9LPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.96,2003.0
140003468X,Love in the Time of Cholera,Fiction,http://books.google.com/books/content?id=Z6uePwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.9,2003.0
1400034698,Strange Pilgrims,Fiction,http://books.google.com/books/content?id=Kj6FDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.03,2006.0
140003471X,Chronicle of a Death Foretold,Fiction,http://books.google.com/books/content?id=c7g6i1DvUUgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.96,2003.0
1400034779,The No. 1 Ladies' Detective Agency,Fiction,http://books.google.com/books/content?id=BVPY5Q4hXF8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.77,2002.0
1400040302,A Madman Dreams of Turing Machines,Fiction,http://books.google.com/books/content?id=EwQi6BFWX6QC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.68,2006.0
1400040353,Lidia's Family Table,Cooking,http://books.google.com/books/content?id=ZQNwDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.22,2004.0
1400040361,Lidia's Italy,Cooking,http://books.google.com/books/content?id=YwNwDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.21,2007.0
1400040612,Ten Days in the Hills,Fiction,http://books.google.com/books/content?id=JxVh4I6RXn0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2.51,2007.0
1400041279,The Origin of Species,Science,http://books.google.com/books/content?id=arm7fmLePg8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.13,2003.0
1400041988,Pnin,Fiction,http://books.google.com/books/content?id=A171LVf0WSoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.89,2004.0
1400042550,The Plague,Fiction,http://books.google.com/books/content?id=bY1rswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.34,2004.0
1400043190,Dead Souls,Fiction,http://books.google.com/books/content?id=TQrXV-kwBuMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.99,2004.0
1400043336,The General in His Labyrinth,Fiction,http://books.google.com/books/content?id=CFUJpkcwN70C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.68,2004.0
1400043468,My Life in France,Biography & Autobiography,http://books.google.com/books/content?id=KmuMDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.17,2006.0
1400044162,Half of a Yellow Sun,Fiction,http://books.google.com/books/content?id=ubfggYDjbiEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.31,2006.0
1400044731,Suite Francaise,Fiction,http://books.google.com/books/content?id=hGRlAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.83,2006.0
140004474X,Confessions of a French Baker,Cooking,http://books.google.com/books/content?id=rp4wfvuZ3QoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.64,2005.0
1400044871,Imperial Life in the Emerald City,History,http://books.google.com/books/content?id=z270UDYkfeQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.02,2006.0
1400047331,Gale Gand's Short + Sweet,Cooking,http://books.google.com/books/content?id=BloJAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.74,2004.0
1400047838,Fugitives and Refugees,Travel,http://books.google.com/books/content?id=vvyLDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.51,2003.0
1400047862,"Isolde, Queen of the Western Isle",Fiction,http://books.google.com/books/content?id=DPzVBAQDoHwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.65,2003.0
1400049474,Last Train to Paradise,History,http://books.google.com/books/content?id=S0uJUvlgHywC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.02,2003.0
1400051533,"The Hedgehog, the Fox, and the Magister's Pox",Science,http://books.google.com/books/content?id=4f8v9WDf0ZIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.64,2003.0
1400051576,The Last Hours of Ancient Sunlight,Political Science,http://books.google.com/books/content?id=7d4VDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.22,2004.0
1400051738,The Ruby Ring,Fiction,http://books.google.com/books/content?id=uupUDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.69,2005.0
1400052378,Eat This Book,Cooking,http://books.google.com/books/content?id=nF2PcyCJb0UC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.92,2005.0
1400052386,Tyler's Ultimate,Cooking,http://books.google.com/books/content?id=cGxOHgpsgX8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.1,2006.0
1400052580,Everyday Italian,Cooking,http://books.google.com/books/content?id=OVscTbz-Bq4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.95,2005.0
1400052920,The Hitchhiker's Guide to the Galaxy,Fiction,http://books.google.com/books/content?id=YOr4SQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.22,2004.0
1400052939,The Hitchhiker's Guide to the Galaxy,Fiction,http://books.google.com/books/content?id=D7REPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.22,1979.0
1400054206,Godless,Political Science,http://books.google.com/books/content?id=wP_dwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.31,2006.0
1400054877,Angry Black White Boy,Fiction,http://books.google.com/books/content?id=g9xlAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.55,2005.0
1400062454,The Family that Couldn't Sleep,Health & Fitness,http://books.google.com/books/content?id=oKjqwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.9,2006.0
1400062640,The Secret Society of Demolition Writers,Fiction,http://books.google.com/books/content?id=yK1lAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.12,2005.0
140006466X,Peony in Love,Fiction,http://books.google.com/books/content?id=UXKKDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.6,2007.0
1400064899,The Wild Trees,Nature,http://books.google.com/books/content?id=IWlU7yaIHwcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.08,2007.0
1400065011,There's a (slight) Chance I Might be Going to Hell,Cities and towns,http://books.google.com/books/content?id=Or9pkgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.55,2007.0
1400065550,American Gospel,History,http://books.google.com/books/content?id=-v2xMy1jkvYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.79,2006.0
1400071577,Scoop,Fiction,http://books.google.com/books/content?id=rbxWojccV6gC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.62,2006.0
1400075483,Port Mungo,Fiction,http://books.google.com/books/content?id=MGpnLJJl20gC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.32,2005.0
140007570X,In the Company of Cheerful Ladies,Fiction,http://books.google.com/books/content?id=0e7IwAGT79kC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.07,2006.0
1400075718,Blue Shoes and Happiness,Fiction,http://books.google.com/books/content?id=j3WkjIRphXEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.06,2007.0
1400076196,Saturday,Fiction,http://books.google.com/books/content?id=D70DmQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.63,2006.0
1400076587,Collected Poems,Poetry,http://books.google.com/books/content?id=A2BVoA4ky_YC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.79,2004.0
1400076811,The Disappointment Artist,Literary Collections,http://books.google.com/books/content?id=fzPCLnirSOEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.63,2006.0
1400076854,Created In Darkness By Troubled Americans,Humor,http://books.google.com/books/content?id=7xk1qkWXV_AC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.76,2005.0
1400077095,The Sunday Philosophy Club,Fiction,http://books.google.com/books/content?id=0huwAO0v41MC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.36,2005.0
1400077273,Yellow Dog,Fiction,http://books.google.com/books/content?id=n6YWT8inJEEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2.78,2005.0
1400077303,Titan,Biography & Autobiography,http://books.google.com/books/content?id=fn9X6JonsgwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.19,2004.0
140007780X,Einstein's Dreams,Fiction,http://books.google.com/books/content?id=1oSGmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.07,1993.0
1400078008,For Her Own Good,History,http://books.google.com/books/content?id=Swq2AAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.97,2005.0
1400078393,Learned Optimism,Psychology,http://books.google.com/books/content?id=JYxIDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.0,2006.0
1400078679,The Island At The Center Of The World,History,http://books.google.com/books/content?id=2oSJDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.13,2005.0
1400078741,McSweeney's Enchanted Chamber of Astonishing Stories,Fiction,http://books.google.com/books/content?id=F61lAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.53,2004.0
1400079098,Operating Instructions,Family & Relationships,http://books.google.com/books/content?id=MiKz2RreyecC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.19,2005.0
1400079179,The Da Vinci Code,Fiction,http://books.google.com/books/content?id=bWdEKNsaMQEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.82,2006.0
1400079276,Kafka on the Shore,Fiction,http://books.google.com/books/content?id=-99yJVAsA5gC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.13,2006.0
1400079373,Company,Fiction,http://books.google.com/books/content?id=UwRwDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.73,2007.0
1400079497,The Plot Against America,Fiction,http://books.google.com/books/content?id=P-Cd6B0BG8IC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.75,2005.0
1400079616,Mulliner Nights,Fiction,http://books.google.com/books/content?id=Nm2y0O1jUCIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.11,1961.0
1400079853,Checkpoint,Fiction,http://books.google.com/books/content?id=O2KJ8VcssMIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2.89,2005.0
1400083117,Blood Done Sign My Name,Biography & Autobiography,http://books.google.com/books/content?id=V3SKDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.15,2004.0
1400095085,The Finer Points of Sausage Dogs,Fiction,http://books.google.com/books/content?id=RJplAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.69,2003.0
140009528X,Blood on the Moon,Fiction,http://books.google.com/books/content?id=X7RDDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.45,2005.0
1400095417,The Promise,Fiction,http://books.google.com/books/content?id=n316xM_Jnk4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.15,2005.0
1400095468,The Greenlanders,Fiction,http://books.google.com/books/content?id=fzgDt_cQ7lMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.89,2005.0
1400095816,Before the Frost,Fiction,http://books.google.com/books/content?id=eBH9SB-VmioC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.85,2006.0
1400095956,The Brief History of the Dead,Fiction,http://books.google.com/books/content?id=Z-BYqGe5gDAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.67,2007.0
1400096081,"Blind Willow, Sleeping Woman",Fiction,http://books.google.com/books/content?id=xfWMDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.84,2007.0
1400096227,Beowulf,Literary Criticism,http://books.google.com/books/content?id=Yh_UwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.43,2006.0
140009691X,The Complete Stories of Truman Capote,Fiction,http://books.google.com/books/content?id=6bn4wAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.2,2005.0
1400097029,The Sea,Fiction,http://books.google.com/books/content?id=1ohQ3OkWiWMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.51,2006.0
1400097037,Arthur and George,Fiction,http://books.google.com/books/content?id=X5HRox1lZCAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.7,2007.0
1400098025,The Eiger Sanction,Fiction,http://books.google.com/books/content?id=2oyxcO7kbfAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.06,2005.0
1400098033,Shibumi,Fiction,http://books.google.com/books/content?id=CQK24flPB1IC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.22,2005.0
1400307848,Writings to Young Women from Laura Ingalls Wilder on Wisdom and Virtues,Juvenile Nonfiction,http://books.google.com/books/content?id=e5gSDAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.95,2006.0
1401200192,"The Invisibles, the Invisible Kingdom",Comics & Graphic Novels,http://books.google.com/books/content?id=x5r4PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.19,2002.0
1401200680,On the Road to Perdition,Comics & Graphic Novels,http://books.google.com/books/content?id=VqrUX4kZZE8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.54,2003.0
1401202454,"John Constantine, Hellblazer: Setting sun",Comics & Graphic Novels,http://books.google.com/books/content?id=yM5LJwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.19,2004.0
1401202527,Superman,Comics & Graphic Novels,http://books.google.com/books/content?id=L8Z6QgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.13,2004.0
1401204104,The Sgt. Rock Archives,Comics & Graphic Novels,http://books.google.com/books/content?id=MnWYKwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.56,2005.0
1401204252,Arkham Asylum,Comics & Graphic Novels,http://books.google.com/books/content?id=WlAgngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.1,2004.0
1401209335,Kid Eternity,Comics & Graphic Novels,http://books.google.com/books/content?id=2uFDPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.4,2006.0
1401209416,Challengers of the Unknown,Comics & Graphic Novels,http://books.google.com/books/content?id=6pCIAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2.86,2006.0
1401210074,Neil Gaiman's Neverwhere,Comics & Graphic Novels,http://books.google.com/books/content?id=fQLkAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.23,2007.0
1401210619,A Kin of Homecoming,Fiction,http://books.google.com/books/content?id=bRvgAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.32,2006.0
1401210821,The Absolute Sandman,Comics & Graphic Novels,http://books.google.com/books/content?id=K_AitQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.65,2006.0
140121150X,Desolation Jones,Comics & Graphic Novels,http://books.google.com/books/content?id=x2ogAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.94,2006.0
1401212220,Jack of Fables,Comics & Graphic Novels,http://books.google.com/books/content?id=OI-JAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.58,2007.0
1401212484,Sgt. Rock,Comics & Graphic Novels,http://books.google.com/books/content?id=g7_mPAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.48,2007.0
1401212638,Superman,Juvenile Fiction,http://books.google.com/books/content?id=0Z7BAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.18,2007.0
1401300464,Pledged,Education,http://books.google.com/books/content?id=1WHEwNOApAsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.17,2004.0
1401301886,There's No Place Like Here,Fiction,http://books.google.com/books/content?id=toYSuQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.67,2007.0
1401301940,Jamie's Dinners,Cooking,http://books.google.com/books/content?id=gMDlAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.07,2004.0
1401301959,Jamie's Italy,Cooking,http://books.google.com/books/content?id=e1sYAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.0,2006.0
1401359345,Being dead is no excuse,Cooking,http://books.google.com/books/content?id=B6cqAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.86,2005.0
1401850685,Illustrated Guide to the National Electrical Code,Technology & Engineering,http://books.google.com/books/content?id=hoKRpBF-5TEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.06,2005.0
1401917178,The Power of Infinite Love & Gratitude,Health & Fitness,http://books.google.com/books/content?id=P6y0mAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.11,2007.0
1402200455,60 Million Frenchmen Can't be Wrong,Social Science,http://books.google.com/books/content?id=7h8HkOpytiwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.74,2003.0
1402580355,The Wizard's Apprentice,Audiobooks,http://books.google.com/books/content?id=6NeoAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.78,2003.0
1402713185,Treasure Island,Juvenile Fiction,http://books.google.com/books/content?id=NTGDz-HBRBYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.12,2005.0
1402713193,The Secret Garden,Juvenile Fiction,http://books.google.com/books/content?id=6c9SbUMpQ-8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.3,2005.0
1402714521,Black Beauty,Juvenile Fiction,http://books.google.com/books/content?id=y9gQgJ_YJzIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.95,2004.0
1402714548,A Little Princess,Juvenile Fiction,http://books.google.com/books/content?id=uQJRYS6oN7YC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.19,2004.0
1402714572,Treasure Island,Juvenile Fiction,http://books.google.com/books/content?id=UUl7Zyj841QC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.83,2004.0
1402714599,The Secret Garden,Juvenile Fiction,http://books.google.com/books/content?id=f_9CD4Ox2AEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.13,2004.0
1402714602,The Adventures of Tom Sawyer,Juvenile Fiction,http://books.google.com/books/content?id=t5yFTpIJYhcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.91,2004.0
1402718616,The Easy Way to Stop Smoking,Self-Help,http://books.google.com/books/content?id=cN_xAuodABgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.29,2004.0
140272022X,Making and Mastering Wood Planes,Crafts & Hobbies,http://books.google.com/books/content?id=jlgtNgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.1,2005.0
1402726007,The Adventures of Huckleberry Finn,Juvenile Fiction,http://books.google.com/books/content?id=pi1gC_BNWtcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.81,2006.0
1402726627,Gulliver's Travels,Juvenile Fiction,http://books.google.com/books/content?id=qk8ps8dtZgIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.93,2006.0
1402732988,Off to Sea,Juvenile Fiction,http://books.google.com/books/content?id=vSY8fGIsJTsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.17,2006.0
1403356203,Lila's Child,Computers,http://books.google.com/books/content?id=JcBh4L-fj5EC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.6,2003.0
1403904561,"V.S. Naipaul, Second Edition",Literary Criticism,http://books.google.com/books/content?id=uVZzQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2.0,2003.0
1403967210,EntreMundos/AmongWorlds,Literary Collections,http://books.google.com/books/content?id=XYXgPjlnYqwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.47,2005.0
140396792X,Strawberry Days,History,http://books.google.com/books/content?id=iO3zwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.97,2005.0
1403969736,Tolkien's Modern Middle Ages,Literary Criticism,http://books.google.com/books/content?id=3r_9wAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.59,2008.0
1405151412,How to Read a Poem,Literary Criticism,http://books.google.com/books/content?id=mU7FZ7W-TkoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.75,2006.0
1405153601,Christian Theology,Religion,http://books.google.com/books/content?id=tHlY94UWi3UC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.04,2006.0
1405161604,South Park and Philosophy,Philosophy,http://books.google.com/books/content?id=BJq0Z8gtO2kC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.41,2006.0
1405203943,The Mystery of the Disappearing Cat,Cats,http://books.google.com/books/content?id=V6aEAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.94,1944.0
1405203951,The Mystery of the Secret Room,Children's stories,http://books.google.com/books/content?id=msjbAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.04,2009.0
1405204664,Babar the King,Cities and towns,http://books.google.com/books/content?id=t0FUAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.18,2004.0
1405228180,Den of Thieves,Adventure stories,http://books.google.com/books/content?id=-Sd0AAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.21,2007.0
1405823518,The Pursuit of History,History,http://books.google.com/books/content?id=L9x8ZuQBIR0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.45,2006.0
1405835648,Spire,Fiction,http://books.google.com/books/content?id=gbpftAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.59,2006.0
1406506583,Lost Illusions,Fiction,http://books.google.com/books/content?id=zCOhPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.16,2006.0
1406917893,"Israel's Shepherd; Or, Thoughts on the Love of God, Manifested in Christ Jesus. in a Series of Letters",History,http://books.google.com/books/content?id=1q9_yAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.72,2019.0
1406922900,"The Pronouncing Reading Book for Children, With an Intr., by W.L. Robinson",History,http://books.google.com/books/content?id=gyiJyAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.66,2019.0
1406934852,A Commentary Upon the Gospel According to S. Luke,History,http://books.google.com/books/content?id=MclsyAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.59,2019.0
1406942359,Collections of the Massachusetts Historical Soceity,History,http://books.google.com/books/content?id=mB3JrQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.13,2019.0
1406957240,The Story of the Life of Lafayette,History,http://books.google.com/books/content?id=oVd-yAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.93,2019.0
1410103277,The End of Nana Sahib,Fiction,http://books.google.com/books/content?id=aBYMAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.62,2003.0
1411665309,Existential Meditation,Existentialism,http://books.google.com/books/content?id=8-2zkuSOPWsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.91,2005.0
