,isbn10,authors
2023,0380815699,Kathleen Eschenburg
2024,0380815931,Neal Stephenson
2025,0380817934,Dan Simmons
2026,0380818205,Victoria Alexander
2027,0380818957,Christie Ridgway
2028,0385017332,William Shakespeare
2029,0385040202,Dorothy Corkille Briggs
2030,0385074077,Edgar Allan Poe
2031,0385086164,Chinua Achebe
2032,0385090021,Gilbert Keith Chesterton
2033,0385092105,Friedrich Wilhelm Nietzsche
2034,0385121229,William Hardy McNeill
2035,0385129912,Stephen King
2036,0385189516,"Andersen, H. C. (Hans Christian)"
2037,0385236255,Raymond E. Feist
2038,0385239548,John Ehle
2039,0385240872,John Barth
2040,0385264585,Naguib Mahfouz
2040,0385264585,Najīb Maḥfūẓ
2041,0385264739,Najīb Maḥfūẓ
2042,0385265700,Jane Hamilton
2043,0385302312,Diana Gabaldon
2044,038531177X,Victor Villaseñor
2045,0385313489,William Manchester
2046,0385313616,Charles Boyce
2046,0385313616,David Allen White
2047,0385314698,Robert Hellenga
2048,0385315171,Mark Hertsgaard
2049,0385315287,Richard Bach
2050,0385316577,Susanna Tamaro
2051,0385319274,Richard Bach
2052,0385321988,Gary Paulsen
2053,0385324138,Diana Gabaldon
2054,0385325339,Laura Ingalls Wilder
2054,0385325339,Stephen W. Hines
2054,0385325339,Richard Hull
2055,0385333137,Anna Quindlen
2056,0385333471,Kurt Vonnegut
2057,0385333501,Kurt Vonnegut
2058,038533351X,Kurt Vonnegut
2059,0385333765,James Clavell
2060,0385333781,Kurt Vonnegut
2061,0385333811,Kurt Vonnegut
2062,0385333870,Kurt Vonnegut
2063,0385333900,Kurt Vonnegut
2064,0385334176,Kurt Vonnegut
2065,0385334230,Kurt Vonnegut
2066,0385334265,Kurt Vonnegut
2067,0385334303,Desmond Morris
2068,0385335105,Maeve Binchy
2069,0385335547,Gretchen Moran Laskas
2070,0385335679,David Schickler
2071,0385335970,Diana Gabaldon
2072,0385335997,Diana Gabaldon
2073,0385336101,Allegra Goodman
2074,0385336950,Liam Callanan
2075,0385337817,Anne Moody
2076,0385337930,John Grisham
2077,0385338058,David Hewson
2078,0385339089,John Grisham
2079,0385339097,John Grisham
2080,0385339593,John Grisham
2081,0385339607,John Grisham
2082,0385339658,John Grisham
2083,0385339666,John Grisham
2084,0385339674,John Grisham
2085,0385339690,John Grisham
2086,0385339704,John Grisham
2087,0385340397,Diana Gabaldon
2088,0385415605,Rosalind Laker
2089,0385418132,Donald Spoto
2089,0385418132,"Donald Spoto, M.A., Ph.D."
2090,0385418493,Thomas Cahill
2091,0385418868,Joseph Campbell
2092,038542339X,Phillip Lopate
2093,0385423756,Donald Kagan
2094,0385468431,Frederick Charles Copleston
2095,0385468865,Joy Kogawa
2096,0385470460,Frederick Charles Copleston
2097,0385474016,Laura Esquivel
2098,0385481969,C. D. Payne
2099,0385489498,Antonia Fraser
2100,038548951X,Chitra Banerjee Divakaruni
2101,0385490623,Peter D'Epiro
2101,0385490623,Mary Desmond Pinkowish
2102,038549081X,Margaret Atwood
2103,0385491034,Margaret Atwood
2104,0385491050,Margaret Atwood
2105,0385491085,Margaret Atwood
2106,0385492162,Aimee Bender
2107,0385492243,Aimee Bender
2108,0385493622,Simon Singh
2109,0385494785,Jon Krakauer
2110,038549517X,Geoffrey Miller
2111,0385495226,Richard Preston
2112,0385495323,Simon Singh
2113,0385495544,Thomas Cahill
2114,0385496095,Anne Lamott
2115,0385497091,Walter Kirn
2116,0385497148,Phillip Lopate
2117,0385497393,Elwood Reid
2118,0385503849,Margaret Atwood
2119,0385504217,Dan Brown
2120,0385508476,Anne Frank
2121,038560310X,Mark Z. Danielewski
2122,0385604831,Bill Bryson
2123,038560937X,Terry Pratchett
2124,0385720106,Jane Hamilton
2125,0385720971,Aimee Bender
2126,0385721005,Nella Larsen
2127,0385721056,Jane Smiley
2128,0385721676,Margaret Atwood
2129,038572179X,Ian McEwan
2130,0385721870,Jane Smiley
2131,0385721919,Nicole Krauss
2132,0385722168,Alister E. McGrath
2133,0385722435,Mark Dunn
2134,0385729367,Ann Brashares
2135,0385731051,Ann Brashares
2136,0385731825,Sarah Mlynowski
2137,0385731841,Sarah Mlynowski
2138,0385732333,Nancy Osa
2139,0385732538,Lois Lowry
2140,0385732554,Lois Lowry
2141,0385732562,Lois Lowry
2142,0385732597,Caroline B. Cooney
2143,0385732910,Frank Portman
2144,0385733208,Daria Snadowsky
2145,0385733879,Sarah Mlynowski
2146,0385734077,Judy Blume
2147,0387987207,Nicholas Humphrey
2148,0393002314,Edith Hamilton
2149,0393011836,Robert L. Wolke
2149,0393011836,Marlene Parrish
2150,0393020398,Mark Twain
2151,0393040585,T. E. Apter
2152,0393048853,Anton Pavlovich Chekhov
2153,0393050572,Stephen Greenblatt
2153,0393050572,Stephen Jay Greenblatt
2154,0393051587,Charles Dickens
2155,0393057240,Irvine Welsh
2156,0393057798,Steven G. Kellman
2157,0393058263,Michael B. Oren
2158,0393058476,Ian W. Toll
2159,0393058638,Eric R. Kandel
2160,0393059464,Harriet Beecher Stowe
2160,0393059464,Professor Harriet Beecher Stowe
2161,0393059952,Sigmund Freud
2162,0393060411,National Commission on Terrorist Attacks upon the United States
2163,0393060918,Michael M. Lewis
2164,039306106X,Will Eisner
2165,0393061434,Steve Wozniak
2165,0393061434,Gina Smith
2166,0393061639,Sean B. Carroll
2167,0393064980,Stephen Jay Gould
2168,0393090027,Anton Pavlovich Chekhov
2168,0393090027,Ralph E. Matlaw
2169,0393093123,Euripides
2170,0393098214,Henri Beyle
2170,0393098214,Stendhal
2170,0393098214,Robert Merrihew Adams
2171,039330700X,Stephen Jay Gould
2172,0393308197,Stephen Jay Gould
2173,0393308553,Eduardo Galeano
2173,0393308553,Cedric Belfrage
2174,0393310329,Edward Morgan Forster
2175,0393311031,Stephen Jay Gould
2176,0393311392,Stephen Jay Gould
2177,0393312763,Kip Thorne
2177,0393312763,Kip S. Thorne
2177,0393312763,Stephen Hawking
2178,0393313964,David Foster Wallace
2179,0393315088,Anthony Burgess
2180,0393315118,William Cronon
2181,0393315630,Irvine Welsh
2182,0393316025,Anthony Burgess
2183,0393316041,Richard Phillips Feynman
2183,0393316041,Ralph Leighton
2184,0393318281,Joy Harjo
2184,0393318281,Gloria Bird
2185,0393318354,Bernice Kert
2186,0393318680,Irvine Welsh
2187,0393318796,Michael S. Reynolds
2188,0393320030,John Gardner
2189,0393320928,Richard Phillips Feynman
2189,0393320928,Ralph Leighton
2190,039332107X,Patrick O'Brian
2191,0393321630,Jill Nelson
2192,0393321800,Roger Shattuck
2193,0393321983,Patricia Highsmith
2194,0393322106,Chanrithy Him
2195,0393322572,Betty Friedan
2196,0393322963,Mark Crispin Miller
2197,0393323528,Michael Lewis
2198,0393324141,Mary S. Lovell
2199,0393324354,Erica Jong
2200,039332446X,Stephen W. Hawking
2200,039332446X,Kip S. Thorne
2200,039332446X,Igor D. Novikov
2200,039332446X,Timothy Ferris
2200,039332446X,Alan Lightman
2201,0393324818,Michael Lewis
2202,0393324869,Charles Wheelan
2203,0393325830,Wole Soyinka
2204,0393326713,National Commission on Terrorist Attacks
2204,0393326713,National Commission on Terrorist Attacks upon the United States
2204,0393326713,United States. National Commission on Terrorist Attacks upon the United States
2204,0393326713,Govt. Commission Usa
2204,0393326713,Stany Zjednoczone. National Commission on Terrorist Attacks upon the United States
2204,0393326713,NORTON & CO.
2204,0393326713,Stati Uniti d' America. National commission on terrorist attacks upon the United States
2204,0393326713,USA National Commission on Terrorist Attacks Upon the United States
2205,0393327027,Bruce Cumings
2206,039332706X,Don Lee
2207,0393327345,Chuck Palahniuk
2208,0393327655,Sam Harris
2209,0393328627,Nicole Krauss
2210,0393329127,Mary Roach
2211,0393329291,Amartya Sen
2212,0393329402,Nick Flynn
2213,0393703274,Babette Rothschild
2214,0393703355,Matthew D. Selekman
2215,0393924289,John Milton
2216,0393924653,Anton Pavlovich Chekhov
2217,0393924912,John Keats
2218,0393924955,John M. Merriman
2219,0393925722,Sarah N. Lawall
2220,0393926117,Ronald Verlin Cassill
2220,0393926117,Richard Bausch
2221,0393927202,Stephen Greenblatt
2222,0393927695,John Charles Chasteen
2223,0393956539,Nathaniel Hawthorne
2223,0393956539,Seymour Lee Gross
2224,039395904X,Henry James
2224,039395904X,Deborah Esch
2224,039395904X,Jonathan Warren
2225,0393959058,Henry David Thoreau
2226,0393960579,Kate Chopin
2226,0393960579,Margo Culley
2227,0393962938,John Milton
2227,0393962938,Scott Elledge
2228,0393963047,Eugene F. Rice
2228,0393963047,Anthony Grafton
2229,0393964523,Daniel Defoe
2229,0393964523,Michael Shinagel
2230,0393964582,Mary Wollstonecraft Shelley
2230,0393964582,J. Paul Hunter
2231,0393974294,Vincent B. Leitch
2232,0393977536,Bernard Shaw
2233,0393977617,Wole Soyinka
2233,0393977617,Simon Gikandi
2234,0393978192,William Shakespeare
2234,0393978192,Peter Hulme
2234,0393978192,William Howard Sherman
2235,0393978893,Emily Bronte
2235,0393978893,Emily Brontë
2236,0393979164,Nella Larsen
2236,0393979164,Carla Kaplan
2237,0393979318,William Shakespeare
2238,0394448049,Kahlil Gibran
2239,0394536495,Norman Mailer
2240,039457107X,Dorothy Dunnett
2241,039458404X,Marcella Hazan
2242,0394604806,Bernard Shaw
2243,0394700155,Nathaniel Hawthorne
2244,0394704371,Friedrich Wilhelm Nietzsche
2244,0394704371,Walter Arnold Kaufmann
2244,0394704371,R. J. Hollingdale
2245,0394733525,Norton Juster
2246,0394743040,Marguerite Duras
2247,0394746163,J. Anthony Lukas
2248,0394746236,Shelby Foote
2249,0394751221,Michel Foucault
2250,0394756967,John Hersey
2251,0394757653,Raymond Chandler
2252,0394757688,Raymond Chandler
2253,0394758269,Raymond Chandler
2254,0394758277,Raymond Chandler
2255,0394758285,Raymond Chandler
2256,0394759842,Richard Ellmann
2257,0394800168,Theodor Seuss Geisel
2257,0394800168,Dr. Seuss
2258,0394800273,Roy McKié
2258,0394800273,Philip D. Eastman
2259,0394800761,Dr. Seuss
2260,0394820371,Norton Juster
2261,0394832205,Monica Furlong
2262,039484484X,Dr. Seuss
2263,0394895835,Phoebe Dunn
2264,0395291305,Ruth S. Noel
2265,0395500761,Richard Brautigan
2266,0395530075,Kimon Nicolaïdes
2267,0395544254,Paul Galdone
2268,0395547032,Richard Brautigan
2269,0395599687,Winston Churchill
2270,0395606497,John Ronald Reuel Tolkien
2271,0395657830,Raymond T. McNally
2271,0395657830,Radu Florescu
2272,0395680921,John Ronald Reuel Tolkien
2273,0395706742,Richard Brautigan
2274,0395710413,John Ronald Reuel Tolkien
2275,039574010X,Jonathan Hale
2276,0395746566,David Wiesner
2277,0395754909,William Shakespeare
2277,0395754909,Gwynne Blakemore Evans
2277,0395754909,Irving Babbitt Professor of Comparative Literature Harry Levin
2277,0395754909,Herschel Baker
2277,0395754909,J. J. M. Tobin
2277,0395754909,Anne Barton
2277,0395754909,Heather Dubrow
2277,0395754909,William T. Liston
2277,0395754909,Frank Kermode
2277,0395754909,Harry Levin
2277,0395754909,Marie Edel
2277,0395754909,Hallet Smith
2277,0395754909,Charles H. Shattuck
2278,0395809991,John Milton
2279,0395877431,Richard W. Wrangham
2279,0395877431,Dale Peterson
2280,0395883970,Abraham Lincoln
2281,0395957990,John Ronald Reuel Tolkien
2282,0399143068,Dick Francis
2283,0399146261,Dean Ray Koontz
2284,0399147314,Nora Roberts
2285,0399150218,Agatha Christie
2286,0399153594,Barry Eisler
2287,039915373X,Jayne Ann Krentz
2288,0399153896,Tim F. LaHaye
2289,0399153934,Patricia Daniels Cornwell
2290,0399154000,Dick Francis
2291,0399154191,Clive Cussler
2292,0399529209,William Golding
2293,0399532714,Carol Stock Kranowitz
2294,0413735907,Anthony Burgess
2295,0413771164,Terry Pratchett
2296,0413771601,Denis Johnson
2297,041377242X,Denis Johnson
2298,0413772780,Aristophanes
2298,0413772780,Sean O'Brien
2299,0415050790,Jonathan Barnes
2300,0415183731,Dermot Moran
2301,0415247713,Michael J. Davey
2302,0415253896,Friedrich August Hayek
2303,0415254086,Ludwig Wittgenstein
2304,0415266718,Michael Howard
2305,0415278414,Maurice Merleau-Ponty
2306,0415283043,Jean Aitchison
2306,0415283043,Diana M. Lewis
2307,0415285844,Terry Eagleton
2308,0415901472,Anne Kostelanetz Mellor
2309,0415907446,Aristophanes
2309,0415907446,Jeffrey Henderson
2310,0415926327,Noam Chomsky
2310,0415926327,Carlos Peregrín Otero
2311,0415970237,Farah Mendlesohn
2312,0425099334,Dean Ray Koontz
2313,0425099997,Denis Waitley
2314,0425100413,Agatha Christie
2315,0425116565,Tom Clancy
2316,0425136981,Dean Ray Koontz
2317,0425143325,Tom Clancy
2318,0425144372,Tom Clancy
2319,0425146227,Susan Conant
2320,0425147517,Dean R. Koontz
2321,0425147584,Tom Clancy
2322,0425151042,Claudia Bishop
2323,0425152898,John Sandford
2324,0425152901,Robert B. Parker
2324,0425152901,Copyright Paperback Collection (Library of Congress)
2325,0425157709,Tom Clancy
2326,0425159531,Susan Power
2327,0425161293,Kurt Vonnegut
2328,0425161730,Tom Clancy
2328,0425161730,Steve R. Pieczenik
2328,0425161730,Diane Duane
2329,0425162443,Sheri Reynolds
2330,0425164179,Tom Clancy
2330,0425164179,Steve R. Pieczenik
2331,0425169693,Alice Hoffman
2332,0425170349,Tom Clancy
2333,0425174808,Tom Clancy
2333,0425174808,Jeff Rovin
2333,0425174808,Steve R. Pieczenik
2334,0425176932,Tom Clancy
2334,0425176932,Steve R. Pieczenik
2334,0425176932,Steve Perry
2335,0425178927,Iain Pears
2336,0425179613,Lance Armstrong
2337,0425180050,Jeff Rovin
2337,0425180050,Steve R. Pieczenik
2338,0425180964,Tom Clancy
2339,0425181103,Dean Ray Koontz
2340,0425181111,Dean Koontz
2341,042518160X,Stephen King
2342,0425181642,David Bodanis
2343,042518238X,Lynn Kurland
2344,0425182673,Tom Clancy
2344,0425182673,Steve Perry
2344,0425182673,Steve Pieczenik
2345,0425182878,John Sandford
2346,0425183033,Tom Clancy
2346,0425183033,Steve R. Pieczenik
2347,042518448X,Diane Duane
2348,0425185508,Jodi Picoult
2349,0425186709,Tom Clancy
2349,0425186709,Steve Pieczenik
2349,0425186709,Jeff Rovin
2350,0425187713,David Colbert
2351,0425188221,Peter Straub
2352,0425189643,Peter Straub
2353,0425190374,Alice Hoffman
2354,0425190919,Tom Clancy
2354,0425190919,Jeff Rovin
2354,0425190919,Steve R. Pieczenik
2355,0425191192,Vincent Lardo
2355,0425191192,Lawrence Sanders
2356,0425192032,Dean Ray Koontz
2357,0425192792,P. C. Cast
2358,0425193721,Clive Cussler
2358,0425193721,Craig Dirgo
2359,0425194523,Clive Cussler
2360,042519499X,Dick Francis
2361,0425195481,Dean Koontz
2362,0425196739,Dick Francis
2363,0425196844,Angela Knight
2364,0425197395,Clive Cussler
2365,042519745X,Dick Francis
2366,0425197492,P. C. Cast
2367,0425197549,Laurell K. Hamilton
2368,0425198006,Dick Francis
2369,0425198324,Bill Bass
2369,0425198324,William M. Bass
2369,0425198324,Jon Jefferson
2370,0425198685,William Gibson
2371,0425198804,Angela Knight
2372,0425199169,Dick Francis
2373,0425199320,Clive Cussler
2374,0425199436,Ashley Gardner
2375,0425199932,Dick Francis
2376,0425200450,Agatha Christie
2377,0425201546,Lyn Hamilton
2378,0425201686,David Michaels
2379,0425201961,P. C. Cast
2380,0425203573,Angela Knight
2381,0425203891,Dean Ray Koontz
2382,0425204197,Clive Cussler
2383,0425204235,Clive Cussler
2383,0425204235,Dirk Cussler
2384,0425204243,Tom Clancy
2384,0425204243,Steve Perry
2384,0425204243,Steve R. Pieczenik
2384,0425204243,Larry Segriff
2385,0425205592,Clive Cussler
2385,0425205592,Jack B. Du Brul
2386,0425206866,Charlaine Harris
2387,0425207757,Angela Knight
2387,0425207757,Diane Whiteside
2388,0425207978,Laurell K. Hamilton
2389,0425208915,P. C. Cast
2390,0425209210,Angela Knight
2391,0425209423,Mari Mancusi
2392,042520961X,Rebecca York
2393,0425210383,Jessica Conant-Park
2393,0425210383,Susan Conant
2394,0425210766,Dick Francis
2395,0425211061,MaryJanice Davidson
2396,0425211894,Clive Cussler
2397,0425212017,Laurell K. Hamilton
2398,0425212130,Erin McCarthy
2399,0425212599,Emma Holly
2400,0425212785,David Michaels
2400,0425212785,Tom Clancy
2401,0425213102,Charlaine Harris
2402,0425213382,Patricia Daniels Cornwell
2403,0425213439,Angela Knight
2403,0425213439,MaryJanice Davidson
2403,0425213439,Virginia Kantra
2403,0425213439,Sunny
2404,0425213617,Shayla Black
2405,0425213978,Kate Mosse
2406,0425214249,Angela Knight
2407,0425214435,John Sandford
2408,0425214761,Patricia Daniels Cornwell
2409,0425215288,P. C. Cast
2410,0425216020,Rebecca York
2411,0425217248,Laurell K. Hamilton
2412,0426203674,Andrew Cartmel
2413,0435233076,Arthur Miller
2414,0435233394,Nicholas Wright
2414,0435233394,Philip Pullman
2415,0435909614,Bessie Head
2416,0439064864,"Rowling, J.K."
2417,0439087309,David Levithan
2417,0439087309,Karen McCullah Lutz
2417,0439087309,Kirsten Smith
2418,0439098262,Russell Hoban
2418,0439098262,David Small
2419,0439176832,Garth Nix
2420,0439176875,Garth Nix
2421,0439178827,Anne Mazer
2422,0439194040,Kathryn Lasky
2423,0439227143,Jack London
2424,0439244196,Louis Sachar
2425,0439286069,W. Rodman Philbrick
2426,0439291496,Lewis Carroll
2427,0439294843,Gordon Korman
2428,0439314550,Lindsey Fraser
2429,0439341205,Anne Mazer
2430,0439358078,"Rowling, J.K."
2431,0439374898,Sylvia Louise Engdahl
2432,0439389844,Ann M. Martin
2433,0439401879,Luis Sepúlveda
2433,0439401879,Margaret Sayers Peden
2433,0439401879,Chris Sheban
2434,0439411378,Gordon Korman
2435,0439411874,Dave Luckett
2436,0439420067,Roberta Grobel Intrater
2437,0439436540,H. G. Wells
2437,0439436540,Melvin Burgess
2438,0439436567,Garth Nix
2439,0439440033,Kristiana Gregory
2440,0439474299,Jenny Nimmo
2441,0439485878,Garth Nix
2442,0439499062,Edwidge Danticat
2443,0439507227,Gordon Korman
2444,0439507235,Gordon Korman
2445,0439551897,Ursula K. Le Guin
2446,0439554896,J. K. Rowling
2446,0439554896,Mary GrandPre
2447,0439554934,"Rowling, J.K."
2448,0439569729,Terry Cooper
2449,0439574277,H. G. Wells
2449,0439574277,M. T. Anderson
2450,0439574285,Sir Arthur Conan Doyle
2450,0439574285,Eoin Colfer
2451,043962939X,Jane B. Mason
2451,043962939X,Sarah Hines-Stephens
2452,0439635810,Michael Teitelbaum
2452,0439635810,Ron Zalme
2453,0439651360,Gordon Korman
2454,0439651379,Gordon Korman
2455,0439651395,Gordon Korman
2456,0439651409,Gordon Korman
2457,0439651417,Gordon Korman
2458,043965548X,"Rowling, J.K."
2459,0439681367,Jude Watson
2460,0439682584,J. K. Rowling
2461,0439698391,Michaela Muntean
2462,0439700884,Garth Nix
2463,043970166X,Kate DiCamillo
2464,0439744660,Daisy Meadows
2465,0439746841,Daisy Meadows
2465,0439746841,Georgie Ripper
2466,043974685X,Daisy Meadows
2467,0439746868,Daisy Meadows
2468,0439781477,Bethany Roberts
2469,0439785960,"Rowling, J.K."
2470,0439791405,J. E. Bright
2471,0439793955,James Preller
2472,0439798736,Jane B. Mason
2472,0439798736,Sarah Hines-Stephens
2473,0439803632,Deborah Noyes
2474,043981071X,Ann Rinaldi
2475,0439827604,J. K. Rowling
2476,0439829135,Emily Blake
2477,043984777X,Gordon Korman
2478,0439847796,Gordon Korman
2479,0439856264,Garth Nix
2480,0439862698,Cornelia Caroline Funke
2481,0439872464,Anne Mazer
2482,0439872472,Anne Mazer
2483,0439884764,Kathryn Lasky
2484,0439890284,David Levithan
2485,0439896185,James Preller
2486,0439933382,Robin Wasserman
2487,0439933412,Robin Wasserman
2488,0439944392,Ian Whybrow
2488,0439944392,Deborah Allwright
2489,0439959047,Terry Deary
2489,0439959047,Martin Brown
2490,0439968089,Tamora Pierce
2491,0439994128,Philip Pullman
2492,043999926X,Margaret Simpson
2493,0440164176,Joseph Wambaugh
2494,0440169127,Reginald Hill
2495,044018293X,John Saul
2496,0440184622,James Clavell
2497,0440187354,William Goldman
2498,0440201047,Erica Jong
2499,0440208149,Madeleine L'Engle
2500,0440214920,Poppy Z. Brite
2501,0440215811,Joseph Wambaugh
2502,044021680X,James Clavell
2503,0440220459,Harlan Coben
2504,0440221668,Diana Gabaldon
2505,0440224047,James Lee Burke
2506,0440227534,Lois Lowry
2507,0440227704,Madeleine L'Engle
2508,0440228840,Amelia Atwater-Rhodes
2509,0440228891,George Selden
2510,0440229081,David Almond
2511,044022912X,Theodore Taylor
2512,0440229200,James Bradley
2513,0440229316,Caroline B. Cooney
